"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~9세","2023년10월_남_10~19세","2023년10월_남_20~29세","2023년10월_남_30~39세","2023년10월_남_40~49세","2023년10월_남_50~59세","2023년10월_남_60~69세","2023년10월_남_70~79세","2023년10월_남_80~89세","2023년10월_남_90~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~9세","2023년10월_여_10~19세","2023년10월_여_20~29세","2023년10월_여_30~39세","2023년10월_여_40~49세","2023년10월_여_50~59세","2023년10월_여_60~69세","2023년10월_여_70~79세","2023년10월_여_80~89세","2023년10월_여_90~99세","2023년10월_여_100세 이상"
"전라남도 광양시 다압면(4623036000)","1,684","1,684","27","69","91","73","128","288","479","268","231","29","1","849","849","14","37","61","31","81","172","256","110","80","7","0","835","835","13","32","30","42","47","116","223","158","151","22","1"
"전라남도 광양시 골약동(4623051500)","6,565","6,565","1,266","486","529","1,674","999","638","439","281","203","48","2","3,434","3,434","647","267","277","855","555","371","240","138","71","13","0","3,131","3,131","619","219","252","819","444","267","199","143","132","35","2"
"전라남도 광양시 중마동(4623053000)","58,006","58,006","5,091","7,222","7,888","8,027","10,144","12,009","5,368","1,493","656","103","5","30,654","30,654","2,584","3,686","4,556","4,413","5,225","6,336","2,927","701","215","11","0","27,352","27,352","2,507","3,536","3,332","3,614","4,919","5,673","2,441","792","441","92","5"
"전라남도 광양시 광영동(4623054000)","10,887","10,887","580","1,004","1,236","1,005","1,486","2,620","1,991","631","284","48","2","5,760","5,760","267","525","717","581","799","1,445","1,029","307","87","3","0","5,127","5,127","313","479","519","424","687","1,175","962","324","197","45","2"
"전라남도 광양시 금호동(4623055000)","10,544","10,544","580","1,102","1,660","1,116","1,143","2,347","1,901","550","127","18","0","5,817","5,817","298","572","1,125","665","584","1,188","999","344","39","3","0","4,727","4,727","282","530","535","451","559","1,159","902","206","88","15","0"
"전라남도 광양시 태인동(4623057000)","1,590","1,590","32","83","146","105","163","314","371","214","142","20","0","884","884","16","38","108","70","111","194","204","105","35","3","0","706","706","16","45","38","35","52","120","167","109","107","17","0"
"전라남도 담양군 (4671000000)","45,386","45,386","1,976","2,919","3,829","3,363","4,795","7,997","9,386","5,980","4,428","675","38","22,960","22,960","974","1,489","2,227","1,741","2,667","4,427","5,006","2,802","1,471","153","3","22,426","22,426","1,002","1,430","1,602","1,622","2,128","3,570","4,380","3,178","2,957","522","35"
"전라남도 담양군 담양읍(4671025000)","15,231","15,231","1,108","1,274","1,552","1,553","2,003","2,507","2,486","1,561","1,017","158","12","7,603","7,603","516","666","870","781","1,055","1,317","1,287","719","357","34","1","7,628","7,628","592","608","682","772","948","1,190","1,199","842","660","124","11"
"전라남도 담양군 봉산면(4671031000)","2,649","2,649","94","87","182","176","261","471","611","406","307","54","0","1,375","1,375","51","43","101","99","167","265","336","178","124","11","0","1,274","1,274","43","44","81","77","94","206","275","228","183","43","0"
"전라남도 담양군 고서면(4671032000)","3,000","3,000","71","153","209","192","248","532","744","493","310","47","1","1,509","1,509","31","71","120","106","141","295","386","246","104","9","0","1,491","1,491","40","82","89","86","107","237","358","247","206","38","1"
"전라남도 담양군 가사문학면(4671033500)","1,175","1,175","16","44","71","55","84","238","302","175","161","28","1","587","587","8","20","36","25","46","135","172","79","59","7","0","588","588","8","24","35","30","38","103","130","96","102","21","1"
"전라남도 담양군 창평면(4671034000)","3,556","3,556","97","251","244","216","316","632","827","520","400","51","2","1,808","1,808","52","111","148","112","182","362","448","242","138","13","0","1,748","1,748","45","140","96","104","134","270","379","278","262","38","2"
"전라남도 담양군 대덕면(4671035000)","1,879","1,879","43","93","149","104","143","367","478","257","216","27","2","973","973","19","57","88","50","78","208","267","127","76","3","0","906","906","24","36","61","54","65","159","211","130","140","24","2"
"전라남도 담양군 무정면(4671036000)","2,400","2,400","55","63","302","128","164","383","550","390","312","52","1","1,270","1,270","26","31","237","71","100","225","292","176","102","10","0","1,130","1,130","29","32","65","57","64","158","258","214","210","42","1"
"전라남도 담양군 금성면(4671037000)","2,441","2,441","42","89","158","118","241","405","599","387","333","63","6","1,235","1,235","19","47","89","68","154","243","306","186","106","17","0","1,206","1,206","23","42","69","50","87","162","293","201","227","46","6"
"전라남도 담양군 용면(4671038000)","1,787","1,787","47","66","120","100","156","337","410","315","206","27","3","890","890","29","30","59","53","87","185","214","152","71","9","1","897","897","18","36","61","47","69","152","196","163","135","18","2"
"전라남도 담양군 월산면(4671039000)","2,330","2,330","69","111","130","152","207","434","533","379","276","35","4","1,207","1,207","39","58","80","72","120","249","304","178","99","7","1","1,123","1,123","30","53","50","80","87","185","229","201","177","28","3"
"전라남도 담양군 수북면(4671040000)","4,732","4,732","185","321","410","306","531","919","996","563","429","69","3","2,420","2,420","110","179","225","170","290","500","539","277","111","19","0","2,312","2,312","75","142","185","136","241","419","457","286","318","50","3"
"전라남도 담양군 대전면(4671041000)","4,206","4,206","149","367","302","263","441","772","850","534","461","64","3","2,083","2,083","74","176","174","134","247","443","455","242","124","14","0","2,123","2,123","75","191","128","129","194","329","395","292","337","50","3"
"전라남도 곡성군 (4672000000)","26,893","26,893","794","1,654","2,008","1,554","2,598","4,617","5,676","3,929","3,428","618","17","13,348","13,348","391","913","1,124","830","1,405","2,602","3,059","1,805","1,089","129","1","13,545","13,545","403","741","884","724","1,193","2,015","2,617","2,124","2,339","489","16"
"전라남도 곡성군 곡성읍(4672025000)","7,558","7,558","349","632","646","572","987","1,251","1,347","952","687","131","4","3,668","3,668","166","337","350","287","492","682","673","428","223","30","0","3,890","3,890","183","295","296","285","495","569","674","524","464","101","4"
"전라남도 곡성군 오곡면(4672031000)","1,792","1,792","46","103","102","81","136","294","401","308","278","43","0","880","880","22","56","58","49","88","161","226","128","84","8","0","912","912","24","47","44","32","48","133","175","180","194","35","0"
"전라남도 곡성군 삼기면(4672032000)","1,630","1,630","20","69","87","69","106","273","375","291","279","59","2","803","803","9","42","51","40","61","151","213","134","90","11","1","827","827","11","27","36","29","45","122","162","157","189","48","1"
"전라남도 곡성군 석곡면(4672033000)","2,208","2,208","42","97","121","96","169","373","509","360","370","68","3","1,046","1,046","24","60","63","50","82","210","271","159","112","15","0","1,162","1,162","18","37","58","46","87","163","238","201","258","53","3"
"전라남도 곡성군 목사동면(4672034000)","1,325","1,325","12","38","58","59","83","222","333","252","236","32","0","670","670","9","22","34","34","52","131","188","126","70","4","0","655","655","3","16","24","25","31","91","145","126","166","28","0"
"전라남도 곡성군 죽곡면(4672035000)","1,854","1,854","38","63","123","87","120","315","461","325","274","47","1","913","913","21","41","68","43","60","172","245","164","90","9","0","941","941","17","22","55","44","60","143","216","161","184","38","1"
"전라남도 곡성군 고달면(4672036000)","1,127","1,127","22","37","70","60","67","182","271","189","194","35","0","575","575","14","17","37","40","46","109","157","77","73","5","0","552","552","8","20","33","20","21","73","114","112","121","30","0"
"전라남도 곡성군 옥과면(4672037000)","4,036","4,036","152","356","427","286","466","699","759","474","354","58","5","2,062","2,062","66","196","252","152","255","383","402","220","120","16","0","1,974","1,974","86","160","175","134","211","316","357","254","234","42","5"
"전라남도 곡성군 입면(4672038000)","2,314","2,314","51","137","193","104","223","471","460","307","310","57","1","1,192","1,192","25","78","111","58","130","295","254","141","86","14","0","1,122","1,122","26","59","82","46","93","176","206","166","224","43","1"
"전라남도 곡성군 겸면(4672039000)","1,616","1,616","24","74","82","83","136","279","375","257","253","52","1","788","788","12","38","38","44","86","160","210","112","78","10","0","828","828","12","36","44","39","50","119","165","145","175","42","1"
"전라남도 곡성군 오산면(4672040000)","1,433","1,433","38","48","99","57","105","258","385","214","193","36","0","751","751","23","26","62","33","53","148","220","116","63","7","0","682","682","15","22","37","24","52","110","165","98","130","29","0"
"전라남도 구례군 (4673000000)","24,359","24,359","848","1,616","1,608","1,339","2,435","4,378","5,215","3,581","2,890","440","9","11,893","11,893","412","844","919","660","1,302","2,415","2,706","1,637","907","90","1","12,466","12,466","436","772","689","679","1,133","1,963","2,509","1,944","1,983","350","8"
"전라남도 구례군 구례읍(4673025000)","10,336","10,336","520","929","885","742","1,279","1,859","1,889","1,263","836","133","1","5,025","5,025","251","483","497","361","634","971","947","577","277","27","0","5,311","5,311","269","446","388","381","645","888","942","686","559","106","1"
"전라남도 구례군 문척면(4673031000)","1,275","1,275","34","64","68","48","106","265","310","184","174","20","2","653","653","19","35","44","20","67","142","182","75","64","5","0","622","622","15","29","24","28","39","123","128","109","110","15","2"
"전라남도 구례군 간전면(4673032000)","1,407","1,407","28","55","73","58","112","252","328","249","221","30","1","701","701","12","23","35","35","67","156","172","116","77","8","0","706","706","16","32","38","23","45","96","156","133","144","22","1"
"전라남도 구례군 토지면(4673033000)","2,477","2,477","46","110","124","96","180","491","683","366","324","56","1","1,227","1,227","23","64","70","47","104","272","364","168","98","16","1","1,250","1,250","23","46","54","49","76","219","319","198","226","40","0"
"전라남도 구례군 마산면(4673034000)","2,506","2,506","67","165","163","113","261","432","550","398","297","58","2","1,219","1,219","37","93","93","55","147","246","276","180","83","9","0","1,287","1,287","30","72","70","58","114","186","274","218","214","49","2"
"전라남도 구례군 광의면(4673035000)","2,158","2,158","50","85","89","96","150","335","504","401","391","56","1","1,026","1,026","25","38","54","50","90","194","261","189","115","10","0","1,132","1,132","25","47","35","46","60","141","243","212","276","46","1"
"전라남도 구례군 용방면(4673036000)","1,348","1,348","29","53","70","72","131","214","279","237","230","32","1","648","648","14","30","40","33","74","119","150","105","78","5","0","700","700","15","23","30","39","57","95","129","132","152","27","1"
"전라남도 구례군 산동면(4673037000)","2,852","2,852","74","155","136","114","216","530","672","483","417","55","0","1,394","1,394","31","78","86","59","119","315","354","227","115","10","0","1,458","1,458","43","77","50","55","97","215","318","256","302","45","0"
"전라남도 고흥군 (4677000000)","61,242","61,242","2,082","3,409","3,471","3,189","5,495","9,509","13,467","10,847","8,207","1,513","53","29,943","29,943","1,029","1,815","2,024","1,715","3,105","5,450","6,933","4,889","2,662","316","5","31,299","31,299","1,053","1,594","1,447","1,474","2,390","4,059","6,534","5,958","5,545","1,197","48"
"전라남도 고흥군 고흥읍(4677025000)","12,473","12,473","886","1,376","1,191","1,127","1,744","2,039","1,963","1,260","738","139","10","6,095","6,095","436","724","654","543","844","1,087","948","588","245","25","1","6,378","6,378","450","652","537","584","900","952","1,015","672","493","114","9"
"전라남도 고흥군 도양읍(4677025300)","9,367","9,367","420","633","668","605","1,014","1,611","1,975","1,497","796","143","5","4,593","4,593","195","333","392","299","524","895","1,004","632","295","24","0","4,774","4,774","225","300","276","306","490","716","971","865","501","119","5"
"전라남도 고흥군 도양읍소록출장소(4677025400)","555","555","20","28","12","24","42","32","69","151","144","32","1","281","281","10","19","3","12","20","20","34","78","72","13","0","274","274","10","9","9","12","22","12","35","73","72","19","1"
"전라남도 고흥군 도양읍시산출장소(4677025500)","194","194","0","9","8","9","22","40","34","31","37","4","0","96","96","0","4","6","6","17","25","20","12","6","0","0","98","98","0","5","2","3","5","15","14","19","31","4","0"
"전라남도 고흥군 풍양면(4677031000)","2,969","2,969","48","73","91","110","218","416","706","670","528","106","3","1,489","1,489","27","40","61","71","153","268","372","298","179","20","0","1,480","1,480","21","33","30","39","65","148","334","372","349","86","3"
"전라남도 고흥군 도덕면(4677032000)","2,806","2,806","50","101","134","103","186","434","662","548","477","109","2","1,391","1,391","25","47","72","74","113","264","376","256","138","26","0","1,415","1,415","25","54","62","29","73","170","286","292","339","83","2"
"전라남도 고흥군 금산면(4677033000)","4,150","4,150","89","151","182","143","290","616","994","899","677","107","2","2,038","2,038","43","83","112","84","180","358","517","378","252","30","1","2,112","2,112","46","68","70","59","110","258","477","521","425","77","1"
"전라남도 고흥군 도화면(4677034000)","3,674","3,674","75","135","149","138","242","578","877","757","608","104","11","1,805","1,805","31","66","87","91","156","333","446","359","221","15","0","1,869","1,869","44","69","62","47","86","245","431","398","387","89","11"
"전라남도 고흥군 포두면(4677035000)","4,677","4,677","80","184","216","164","340","755","1,075","948","763","149","3","2,251","2,251","38","92","130","99","207","435","547","403","269","30","1","2,426","2,426","42","92","86","65","133","320","528","545","494","119","2"
"전라남도 고흥군 봉래면(4677036000)","1,858","1,858","47","68","77","59","161","264","458","376","298","45","5","919","919","25","35","44","32","107","167","236","176","87","9","1","939","939","22","33","33","27","54","97","222","200","211","36","4"
"전라남도 고흥군 점암면(4677037000)","2,589","2,589","33","92","90","86","163","394","659","518","447","106","1","1,242","1,242","15","50","57","48","110","232","344","246","122","18","0","1,347","1,347","18","42","33","38","53","162","315","272","325","88","1"
"전라남도 고흥군 과역면(4677038000)","3,131","3,131","60","112","149","112","212","501","772","588","534","90","1","1,504","1,504","30","66","89","61","130","281","405","265","155","22","0","1,627","1,627","30","46","60","51","82","220","367","323","379","68","1"
"전라남도 고흥군 남양면(4677039000)","2,191","2,191","36","105","75","92","137","314","608","442","312","68","2","1,042","1,042","25","54","44","46","76","187","326","183","92","9","0","1,149","1,149","11","51","31","46","61","127","282","259","220","59","2"
"전라남도 고흥군 동강면(4677040000)","2,969","2,969","82","103","168","152","224","426","722","566","432","91","3","1,477","1,477","50","56","106","88","138","252","367","271","126","23","0","1,492","1,492","32","47","62","64","86","174","355","295","306","68","3"
"전라남도 고흥군 대서면(4677041000)","2,135","2,135","49","58","87","83","127","300","557","419","402","52","1","1,046","1,046","23","36","58","48","91","176","294","202","105","13","0","1,089","1,089","26","22","29","35","36","124","263","217","297","39","1"
"전라남도 고흥군 두원면(4677042000)","2,883","2,883","47","101","96","61","190","401","653","636","591","105","2","1,380","1,380","27","60","59","34","120","240","332","298","183","26","1","1,503","1,503","20","41","37","27","70","161","321","338","408","79","1"
"전라남도 고흥군 영남면(4677044000)","1,219","1,219","35","30","36","55","78","178","289","264","220","33","1","578","578","17","17","22","36","50","101","146","117","65","7","0","641","641","18","13","14","19","28","77","143","147","155","26","1"
"전라남도 고흥군 동일면(4677045000)","1,402","1,402","25","50","42","66","105","210","394","277","203","30","0","716","716","12","33","28","43","69","129","219","127","50","6","0","686","686","13","17","14","23","36","81","175","150","153","24","0"
"전라남도 보성군 (4678000000)","37,785","37,785","1,263","2,302","2,380","2,043","3,494","6,147","8,038","6,100","5,099","891","28","18,519","18,519","658","1,169","1,368","1,121","1,949","3,513","4,194","2,763","1,594","186","4","19,266","19,266","605","1,133","1,012","922","1,545","2,634","3,844","3,337","3,505","705","24"
"전라남도 보성군 보성읍(4678025000)","8,554","8,554","531","777","760","739","1,046","1,444","1,481","966","687","120","3","4,191","4,191","286","380","405","393","517","772","733","436","243","26","0","4,363","4,363","245","397","355","346","529","672","748","530","444","94","3"
"전라남도 보성군 벌교읍(4678025300)","11,005","11,005","367","755","712","535","1,078","1,766","2,278","1,883","1,392","230","9","5,372","5,372","192","385","415","274","602","1,005","1,140","861","451","44","3","5,633","5,633","175","370","297","261","476","761","1,138","1,022","941","186","6"
"전라남도 보성군 노동면(4678031000)","1,065","1,065","16","37","46","38","73","170","250","186","208","39","2","528","528","7","23","27","23","47","114","138","84","57","8","0","537","537","9","14","19","15","26","56","112","102","151","31","2"
"전라남도 보성군 미력면(4678032000)","1,337","1,337","27","46","70","65","87","229","331","221","220","39","2","661","661","15","28","40","30","55","137","196","91","65","4","0","676","676","12","18","30","35","32","92","135","130","155","35","2"
"전라남도 보성군 겸백면(4678033000)","1,100","1,100","20","44","49","39","83","179","226","207","213","38","2","538","538","7","23","26","21","47","113","137","94","57","13","0","562","562","13","21","23","18","36","66","89","113","156","25","2"
"전라남도 보성군 율어면(4678034000)","1,135","1,135","20","63","48","45","100","172","243","187","226","31","0","567","567","12","34","30","29","61","114","134","82","65","6","0","568","568","8","29","18","16","39","58","109","105","161","25","0"
"전라남도 보성군 복내면(4678035000)","1,542","1,542","30","62","76","57","94","233","385","271","282","51","1","740","740","8","33","39","35","55","143","219","126","70","12","0","802","802","22","29","37","22","39","90","166","145","212","39","1"
"전라남도 보성군 문덕면(4678036000)","928","928","25","48","51","35","69","164","215","147","148","26","0","475","475","12","18","31","19","46","107","118","76","42","6","0","453","453","13","30","20","16","23","57","97","71","106","20","0"
"전라남도 보성군 조성면(4678037000)","3,459","3,459","87","145","182","146","270","544","758","682","550","91","4","1,657","1,657","48","73","122","87","169","303","373","299","165","17","1","1,802","1,802","39","72","60","59","101","241","385","383","385","74","3"
"전라남도 보성군 득량면(4678038000)","2,590","2,590","34","111","107","102","213","411","639","460","424","85","4","1,282","1,282","16","61","63","62","126","248","349","206","130","21","0","1,308","1,308","18","50","44","40","87","163","290","254","294","64","4"
"전라남도 보성군 득량면예당출장소(4678038500)","1,127","1,127","31","63","64","67","115","175","255","186","148","23","0","551","551","21","33","38","40","69","86","131","89","43","1","0","576","576","10","30","26","27","46","89","124","97","105","22","0"
"전라남도 보성군 회천면(4678039000)","2,908","2,908","57","125","159","129","214","510","727","496","414","77","0","1,445","1,445","26","59","99","78","123","282","395","225","139","19","0","1,463","1,463","31","66","60","51","91","228","332","271","275","58","0"
"전라남도 보성군 웅치면(4678040000)","1,035","1,035","18","26","56","46","52","150","250","208","187","41","1","512","512","8","19","33","30","32","89","131","94","67","9","0","523","523","10","7","23","16","20","61","119","114","120","32","1"
"전라남도 화순군 (4679000000)","61,310","61,310","2,738","5,144","6,170","4,545","7,157","11,223","11,068","7,044","5,427","769","25","30,332","30,332","1,419","2,693","3,278","2,351","3,644","6,023","5,930","3,140","1,693","160","1","30,978","30,978","1,319","2,451","2,892","2,194","3,513","5,200","5,138","3,904","3,734","609","24"
"전라남도 화순군 화순읍(4679025000)","39,151","39,151","2,296","4,270","4,926","3,452","5,555","7,442","5,621","3,290","2,034","253","12","19,159","19,159","1,193","2,213","2,571","1,738","2,688","3,781","2,830","1,403","687","55","0","19,992","19,992","1,103","2,057","2,355","1,714","2,867","3,661","2,791","1,887","1,347","198","12"
"전라남도 화순군 화순읍민원출장소(4679025100)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"전라남도 화순군 한천면(4679031000)","901","901","15","33","47","47","80","155","209","175","126","12","2","465","465","6","21","26","28","50","87","125","82","36","4","0","436","436","9","12","21","19","30","68","84","93","90","8","2"
"전라남도 화순군 한천면영외출장소(4679031500)","411","411","4","13","10","7","34","59","108","87","81","8","0","192","192","0","9","3","6","19","35","58","37","24","1","0","219","219","4","4","7","1","15","24","50","50","57","7","0"
"전라남도 화순군 춘양면(4679032000)","1,728","1,728","23","60","91","72","112","289","416","307","295","60","3","889","889","13","37","52","36","78","173","251","139","95","15","0","839","839","10","23","39","36","34","116","165","168","200","45","3"
"전라남도 화순군 청풍면(4679033000)","994","994","14","25","37","33","58","173","244","180","192","38","0","492","492","6","12","19","18","40","107","145","88","50","7","0","502","502","8","13","18","15","18","66","99","92","142","31","0"
"전라남도 화순군 이양면(4679034000)","1,759","1,759","30","41","94","78","118","282","418","330","306","61","1","869","869","14","22","57","46","73","178","239","152","81","7","0","890","890","16","19","37","32","45","104","179","178","225","54","1"
"전라남도 화순군 능주면(4679035000)","3,012","3,012","95","221","218","181","281","461","708","457","336","52","2","1,480","1,480","41","112","124","103","151","265","374","195","108","6","1","1,532","1,532","54","109","94","78","130","196","334","262","228","46","1"
"전라남도 화순군 도곡면(4679036000)","2,788","2,788","69","110","176","162","236","497","681","430","363","61","3","1,414","1,414","37","62","99","87","142","291","371","220","92","13","0","1,374","1,374","32","48","77","75","94","206","310","210","271","48","3"
"전라남도 화순군 도암면(4679037000)","1,396","1,396","26","60","68","54","85","224","341","253","251","33","1","731","731","13","36","39","28","49","144","210","110","95","7","0","665","665","13","24","29","26","36","80","131","143","156","26","1"
"전라남도 화순군 이서면(4679038000)","919","919","13","30","44","44","53","164","245","163","145","18","0","475","475","6","14","32","22","31","98","141","79","47","5","0","444","444","7","16","12","22","22","66","104","84","98","13","0"
"전라남도 화순군 백아면(4679039500)","1,557","1,557","27","57","66","76","76","258","416","275","268","38","0","787","787","19","31","38","45","49","156","236","123","80","10","0","770","770","8","26","28","31","27","102","180","152","188","28","0"
"전라남도 화순군 동복면(4679040000)","1,529","1,529","25","47","84","54","95","267","372","269","274","42","0","737","737","11","23","49","35","56","150","215","118","72","8","0","792","792","14","24","35","19","39","117","157","151","202","34","0"
"전라남도 화순군 사평면(4679041500)","2,005","2,005","34","49","96","96","137","353","527","339","332","42","0","1,031","1,031","23","32","52","56","83","216","299","158","100","12","0","974","974","11","17","44","40","54","137","228","181","232","30","0"
"전라남도 화순군 동면(4679042000)","3,160","3,160","67","128","213","189","237","599","762","489","424","51","1","1,611","1,611","37","69","117","103","135","342","436","236","126","10","0","1,549","1,549","30","59","96","86","102","257","326","253","298","41","1"
"전라남도 장흥군 (4680000000)","35,119","35,119","1,505","2,435","2,508","2,284","3,556","5,880","7,031","5,041","4,145","712","22","17,173","17,173","745","1,277","1,449","1,199","1,996","3,236","3,555","2,287","1,288","136","5","17,946","17,946","760","1,158","1,059","1,085","1,560","2,644","3,476","2,754","2,857","576","17"
"전라남도 장흥군 장흥읍(4680025000)","14,424","14,424","1,018","1,479","1,354","1,352","1,901","2,431","2,314","1,445","969","158","3","7,063","7,063","510","766","770","667","962","1,287","1,107","657","316","21","0","7,361","7,361","508","713","584","685","939","1,144","1,207","788","653","137","3"
"전라남도 장흥군 관산읍(4680025300)","4,607","4,607","111","245","257","211","396","701","1,070","822","667","123","4","2,239","2,239","57","146","152","126","231","375","549","377","199","26","1","2,368","2,368","54","99","105","85","165","326","521","445","468","97","3"
"전라남도 장흥군 대덕읍(4680025600)","3,133","3,133","85","165","193","153","252","545","695","518","454","68","5","1,504","1,504","30","78","113","83","155","314","356","223","136","15","1","1,629","1,629","55","87","80","70","97","231","339","295","318","53","4"
"전라남도 장흥군 용산면(4680031000)","2,198","2,198","70","99","106","112","176","311","522","368","360","73","1","1,061","1,061","35","50","63","62","123","180","265","174","99","10","0","1,137","1,137","35","49","43","50","53","131","257","194","261","63","1"
"전라남도 장흥군 안양면(4680032000)","2,683","2,683","63","118","132","139","235","458","620","474","355","87","2","1,343","1,343","40","67","73","82","144","262","333","218","108","15","1","1,340","1,340","23","51","59","57","91","196","287","256","247","72","1"
"전라남도 장흥군 장동면(4680033000)","1,156","1,156","24","32","52","54","81","179","276","197","223","36","2","556","556","9","16","31","30","52","108","143","90","69","8","0","600","600","15","16","21","24","29","71","133","107","154","28","2"
"전라남도 장흥군 장평면(4680034000)","1,997","1,997","30","73","123","83","133","353","432","334","385","50","1","965","965","13","35","74","42","93","198","239","154","105","12","0","1,032","1,032","17","38","49","41","40","155","193","180","280","38","1"
"전라남도 장흥군 유치면(4680035000)","968","968","8","20","46","30","61","219","270","150","143","20","1","490","490","2","10","28","19","43","128","141","70","45","3","1","478","478","6","10","18","11","18","91","129","80","98","17","0"
"전라남도 장흥군 부산면(4680036000)","1,368","1,368","30","55","80","39","105","259","262","228","255","54","1","669","669","16","28","39","19","63","155","142","103","89","14","1","699","699","14","27","41","20","42","104","120","125","166","40","0"
"전라남도 장흥군 회진면(4680037000)","2,585","2,585","66","149","165","111","216","424","570","505","334","43","2","1,283","1,283","33","81","106","69","130","229","280","221","122","12","0","1,302","1,302","33","68","59","42","86","195","290","284","212","31","2"
"전라남도 강진군 (4681000000)","32,748","32,748","1,393","2,277","2,357","2,127","3,257","5,263","6,731","4,879","3,805","646","13","15,945","15,945","685","1,190","1,326","1,107","1,743","2,907","3,445","2,196","1,227","116","3","16,803","16,803","708","1,087","1,031","1,020","1,514","2,356","3,286","2,683","2,578","530","10"
"전라남도 강진군 강진읍(4681025000)","12,966","12,966","823","1,248","1,291","1,122","1,655","2,139","2,215","1,432","897","140","4","6,202","6,202","394","644","684","555","805","1,076","1,088","637","295","23","1","6,764","6,764","429","604","607","567","850","1,063","1,127","795","602","117","3"
"전라남도 강진군 군동면(4681031000)","4,333","4,333","233","333","304","331","422","705","859","579","480","84","3","2,138","2,138","126","190","178","175","213","379","462","255","151","9","0","2,195","2,195","107","143","126","156","209","326","397","324","329","75","3"
"전라남도 강진군 칠량면(4681032000)","2,116","2,116","36","96","114","83","158","336","515","371","365","41","1","1,051","1,051","19","47","78","45","96","193","271","168","124","10","0","1,065","1,065","17","49","36","38","62","143","244","203","241","31","1"
"전라남도 강진군 대구면(4681033000)","1,061","1,061","26","40","35","46","81","172","247","224","162","28","0","517","517","12","16","21","26","52","110","122","103","49","6","0","544","544","14","24","14","20","29","62","125","121","113","22","0"
"전라남도 강진군 도암면(4681034000)","2,364","2,364","41","117","104","92","160","329","570","488","379","83","1","1,153","1,153","23","58","61","57","100","198","300","224","121","11","0","1,211","1,211","18","59","43","35","60","131","270","264","258","72","1"
"전라남도 강진군 신전면(4681035000)","1,677","1,677","39","80","58","57","147","246","420","315","272","42","1","820","820","16","39","36","35","85","141","215","152","91","10","0","857","857","23","41","22","22","62","105","205","163","181","32","1"
"전라남도 강진군 성전면(4681036000)","2,639","2,639","61","105","144","148","187","411","643","491","382","67","0","1,302","1,302","31","49","88","79","112","242","338","236","114","13","0","1,337","1,337","30","56","56","69","75","169","305","255","268","54","0"
"전라남도 강진군 작천면(4681037000)","1,787","1,787","42","64","93","77","125","282","409","321","311","62","1","888","888","25","36","54","45","77","180","221","134","103","12","1","899","899","17","28","39","32","48","102","188","187","208","50","0"
"전라남도 강진군 병영면(4681038000)","1,515","1,515","32","67","81","59","122","255","339","265","247","46","2","721","721","13","40","45","35","74","148","167","119","68","11","1","794","794","19","27","36","24","48","107","172","146","179","35","1"
"전라남도 강진군 옴천면(4681039000)","600","600","15","40","32","20","43","90","112","118","109","21","0","305","305","9","21","20","9","29","62","61","58","30","6","0","295","295","6","19","12","11","14","28","51","60","79","15","0"
"전라남도 강진군 마량면(4681040000)","1,690","1,690","45","87","101","92","157","298","402","275","201","32","0","848","848","17","50","61","46","100","178","200","110","81","5","0","842","842","28","37","40","46","57","120","202","165","120","27","0"
"전라남도 해남군 (4682000000)","64,735","64,735","2,977","4,747","4,752","4,124","6,994","10,924","13,086","9,416","6,716","971","28","32,324","32,324","1,536","2,408","2,761","2,233","3,838","6,152","6,773","4,269","2,175","178","1","32,411","32,411","1,441","2,339","1,991","1,891","3,156","4,772","6,313","5,147","4,541","793","27"
"전라남도 해남군 해남읍(4682025000)","23,918","23,918","1,839","2,757","2,543","2,176","3,496","4,206","3,537","2,042","1,133","186","3","11,790","11,790","935","1,400","1,397","1,084","1,668","2,197","1,761","913","393","42","0","12,128","12,128","904","1,357","1,146","1,092","1,828","2,009","1,776","1,129","740","144","3"
"전라남도 해남군 삼산면(4682031000)","2,808","2,808","66","118","184","150","219","493","670","513","341","49","5","1,413","1,413","32","61","99","91","129","282","359","236","114","10","0","1,395","1,395","34","57","85","59","90","211","311","277","227","39","5"
"전라남도 해남군 화산면(4682032000)","2,971","2,971","89","107","149","151","248","467","708","567","437","46","2","1,501","1,501","53","49","84","96","162","280","358","275","133","11","0","1,470","1,470","36","58","65","55","86","187","350","292","304","35","2"
"전라남도 해남군 현산면(4682033000)","2,652","2,652","56","111","132","101","173","448","662","488","416","60","5","1,313","1,313","35","58","89","57","108","250","361","205","143","7","0","1,339","1,339","21","53","43","44","65","198","301","283","273","53","5"
